transaction_id,account_id,member_id,transaction_timestamp,transaction_type,amount,currency_code,description,channel,country_code,last_modified_ts
TXN00003458,ACCT019298,MEM009660,2026-02-08T02:18:59.963265+00:00,CREDIT,22015.81,USD,CREDIT transaction,MOBILE,US,2026-02-08T02:24:59.963265+00:00
TXN00003459,ACCT005438,MEM005576,2026-01-31T20:43:13.963273+00:00,DEBIT,21815.3,USD,DEBIT transaction,MOBILE,MX,2026-01-31T21:25:13.963273+00:00
TXN00003460,ACCT001879,MEM014474,2026-02-04T04:06:01.963281+00:00,ATM,24000.92,USD,ATM transaction,ATM,MX,2026-02-04T04:56:01.963281+00:00
TXN00003461,ACCT006295,MEM013592,2026-01-31T19:11:43.963289+00:00,ACH,18381.29,USD,ACH transaction,BRANCH,US,2026-01-31T19:55:43.963289+00:00
TXN00003462,ACCT004423,MEM006628,2026-01-28T00:21:31.963297+00:00,WIRE,17765.33,USD,WIRE transaction,BRANCH,US,2026-01-28T01:08:31.963297+00:00
TXN00003463,ACCT004107,MEM010789,2026-01-24T14:01:10.963305+00:00,WIRE,6653.87,USD,WIRE transaction,BRANCH,US,2026-01-24T14:20:10.963305+00:00
TXN00003464,ACCT028669,MEM005225,2026-02-07T17:18:09.963313+00:00,CASH_DEPOSIT,21556.73,USD,CASH_DEPOSIT transaction,ATM,US,2026-02-07T18:08:09.963313+00:00
TXN00003465,ACCT005211,MEM002829,2026-01-20T19:30:28.963322+00:00,ACH,9795.36,USD,ACH transaction,BRANCH,US,2026-01-20T19:30:28.963322+00:00
TXN00003466,ACCT023899,MEM013039,2026-02-13T01:56:51.963329+00:00,ATM,13332.56,USD,ATM transaction,MOBILE,US,2026-02-13T02:44:51.963329+00:00
TXN00003467,ACCT013474,MEM003092,2026-02-03T16:24:12.963338+00:00,ACH,11181.11,USD,ACH transaction,ATM,US,2026-02-03T17:05:12.963338+00:00
TXN00003468,ACCT025983,MEM002663,2026-02-17T14:58:22.963346+00:00,CREDIT,2266.9,USD,CREDIT transaction,BRANCH,US,2026-02-17T15:03:22.963346+00:00
TXN00003469,ACCT019465,MEM000188,2026-02-04T06:51:10.963359+00:00,CREDIT,14243.72,USD,CREDIT transaction,ONLINE,MX,2026-02-04T07:35:10.963359+00:00
TXN00003470,ACCT014529,MEM000652,2026-01-28T23:21:17.963367+00:00,CASH_DEPOSIT,9861.08,USD,CASH_DEPOSIT transaction,BRANCH,CA,2026-01-28T23:46:17.963367+00:00
TXN00003471,ACCT027133,MEM013749,2026-02-18T05:29:47.963375+00:00,ATM,6557.64,USD,ATM transaction,ONLINE,MX,2026-02-18T05:52:47.963375+00:00
TXN00003472,ACCT015638,MEM013697,2026-01-28T08:26:17.963383+00:00,DEBIT,4855.94,USD,DEBIT transaction,ATM,US,2026-01-28T08:27:17.963383+00:00
TXN00003473,ACCT024161,MEM012457,2026-02-06T23:57:04.963392+00:00,DEBIT,15363.47,USD,DEBIT transaction,ONLINE,MX,2026-02-07T00:11:04.963392+00:00
TXN00003474,ACCT017654,MEM010145,2026-02-06T07:37:37.963400+00:00,CREDIT,9269.02,USD,CREDIT transaction,BRANCH,US,2026-02-06T07:47:37.963400+00:00
TXN00003475,ACCT002846,MEM009698,2026-02-03T18:43:48.963408+00:00,DEBIT,20909.01,USD,DEBIT transaction,BRANCH,CA,2026-02-03T19:37:48.963408+00:00
TXN00003476,ACCT000697,MEM008666,2026-02-17T23:02:21.963416+00:00,WIRE,17371.0,USD,WIRE transaction,BRANCH,CA,2026-02-17T23:33:21.963416+00:00
TXN00003477,ACCT013115,MEM001817,2026-02-16T10:21:32.963424+00:00,ATM,8009.95,USD,ATM transaction,MOBILE,US,2026-02-16T10:51:32.963424+00:00
TXN00003478,ACCT009221,MEM003579,2026-01-28T01:53:33.963432+00:00,WIRE,21757.84,USD,WIRE transaction,ATM,US,2026-01-28T01:53:33.963432+00:00
TXN00003479,ACCT005685,MEM003275,2026-01-21T10:50:22.963440+00:00,WIRE,8139.79,USD,WIRE transaction,ATM,CA,2026-01-21T10:55:22.963440+00:00
TXN00003480,ACCT004805,MEM014048,2026-01-27T15:40:44.963448+00:00,CASH_DEPOSIT,20654.23,USD,CASH_DEPOSIT transaction,BRANCH,US,2026-01-27T15:53:44.963448+00:00
TXN00003481,ACCT000408,MEM010534,2026-02-08T14:49:56.963456+00:00,DEBIT,19662.73,USD,DEBIT transaction,ATM,US,2026-02-08T15:34:56.963456+00:00
TXN00003482,ACCT004497,MEM003278,2026-02-13T17:15:07.963464+00:00,ATM,24124.98,USD,ATM transaction,ONLINE,CA,2026-02-13T17:37:07.963464+00:00
TXN00003483,ACCT003812,MEM014998,2026-02-04T20:11:42.963472+00:00,ATM,22498.3,USD,ATM transaction,BRANCH,CA,2026-02-04T20:22:42.963472+00:00
TXN00003484,ACCT017150,MEM005932,2026-01-26T17:16:32.963480+00:00,WIRE,11747.24,USD,WIRE transaction,MOBILE,CA,2026-01-26T18:13:32.963480+00:00
TXN00003485,ACCT006830,MEM012945,2026-02-16T16:54:48.963488+00:00,CASH_DEPOSIT,10550.32,USD,CASH_DEPOSIT transaction,ATM,MX,2026-02-16T17:12:48.963488+00:00
TXN00003486,ACCT026831,MEM004546,2026-02-09T11:59:52.963506+00:00,DEBIT,15592.27,USD,DEBIT transaction,MOBILE,US,2026-02-09T12:29:52.963506+00:00
TXN00003487,ACCT016765,MEM009020,2026-02-02T07:52:35.963515+00:00,DEBIT,21458.84,USD,DEBIT transaction,MOBILE,US,2026-02-02T07:57:35.963515+00:00
TXN00003488,ACCT006187,MEM002826,2026-01-25T05:44:58.963523+00:00,ACH,15493.44,USD,ACH transaction,ATM,US,2026-01-25T05:46:58.963523+00:00
TXN00003489,ACCT014592,MEM005041,2026-02-10T01:14:02.963531+00:00,CREDIT,7176.49,USD,CREDIT transaction,ATM,US,2026-02-10T01:18:02.963531+00:00
TXN00003490,ACCT011317,MEM007019,2026-01-25T03:39:25.963539+00:00,ATM,4206.29,USD,ATM transaction,ATM,US,2026-01-25T04:11:25.963539+00:00
TXN00003491,ACCT018687,MEM012466,2026-01-30T08:53:27.963547+00:00,WIRE,14315.41,USD,WIRE transaction,ONLINE,US,2026-01-30T09:15:27.963547+00:00
TXN00003492,ACCT024424,MEM003693,2026-02-03T23:55:21.963555+00:00,ATM,19318.0,USD,ATM transaction,MOBILE,US,2026-02-04T00:21:21.963555+00:00
TXN00003493,ACCT022552,MEM007662,2026-01-22T02:01:18.963563+00:00,ATM,14195.93,USD,ATM transaction,BRANCH,US,2026-01-22T02:34:18.963563+00:00
TXN00003494,ACCT002072,MEM010697,2026-01-28T04:17:04.963576+00:00,ATM,18348.82,USD,ATM transaction,ONLINE,US,2026-01-28T04:55:04.963576+00:00
TXN00003495,ACCT020507,MEM014511,2026-02-01T18:55:57.963585+00:00,ATM,5679.19,USD,ATM transaction,ATM,CA,2026-02-01T19:42:57.963585+00:00
TXN00003496,ACCT023794,MEM004564,2026-02-05T05:38:17.963593+00:00,WIRE,4360.35,USD,WIRE transaction,BRANCH,US,2026-02-05T06:27:17.963593+00:00
TXN00003497,ACCT019057,MEM012797,2026-01-20T14:25:23.963602+00:00,DEBIT,15085.54,USD,DEBIT transaction,BRANCH,CA,2026-01-20T14:59:23.963602+00:00
TXN00003498,ACCT001636,MEM004993,2026-02-14T11:18:43.963610+00:00,WIRE,6546.99,USD,WIRE transaction,MOBILE,CA,2026-02-14T12:05:43.963610+00:00
TXN00003499,ACCT016555,MEM014853,2026-02-13T16:25:31.963618+00:00,WIRE,7340.71,USD,WIRE transaction,ATM,US,2026-02-13T16:38:31.963618+00:00
TXN00003500,ACCT012294,MEM001350,2026-01-27T01:17:52.963626+00:00,CASH_DEPOSIT,1281.68,USD,CASH_DEPOSIT transaction,MOBILE,US,2026-01-27T02:13:52.963626+00:00
TXN00003501,ACCT027823,MEM007658,2026-01-29T01:31:50.963634+00:00,WIRE,6410.92,USD,WIRE transaction,BRANCH,CA,2026-01-29T02:19:50.963634+00:00
TXN00003502,ACCT012051,MEM010800,2026-02-06T21:20:25.963642+00:00,DEBIT,10103.9,USD,DEBIT transaction,ATM,US,2026-02-06T21:53:25.963642+00:00
TXN00003503,ACCT019954,MEM009360,2026-01-31T03:28:43.963650+00:00,CASH_DEPOSIT,20412.09,USD,CASH_DEPOSIT transaction,ONLINE,US,2026-01-31T03:37:43.963650+00:00
TXN00003504,ACCT005471,MEM009452,2026-01-27T06:13:13.963659+00:00,CASH_DEPOSIT,11884.97,USD,CASH_DEPOSIT transaction,ONLINE,US,2026-01-27T07:02:13.963659+00:00
TXN00003505,ACCT022856,MEM007446,2026-01-24T03:24:29.963668+00:00,DEBIT,7702.33,USD,DEBIT transaction,MOBILE,US,2026-01-24T03:42:29.963668+00:00
TXN00003506,ACCT001091,MEM005529,2026-02-06T18:36:18.963676+00:00,WIRE,9084.16,USD,WIRE transaction,ONLINE,US,2026-02-06T19:21:18.963676+00:00
TXN00003507,ACCT019404,MEM008343,2026-02-06T04:52:04.963684+00:00,WIRE,11105.73,USD,WIRE transaction,BRANCH,US,2026-02-06T04:53:04.963684+00:00
TXN00003508,ACCT021820,MEM003457,2026-01-29T23:59:35.963693+00:00,WIRE,12076.69,USD,WIRE transaction,ONLINE,CA,2026-01-30T00:29:35.963693+00:00
TXN00003509,ACCT005998,MEM012041,2026-02-12T09:41:27.963702+00:00,CREDIT,13700.29,USD,CREDIT transaction,BRANCH,CA,2026-02-12T10:07:27.963702+00:00
TXN00003510,ACCT009215,MEM012716,2026-01-26T03:55:55.963711+00:00,CASH_DEPOSIT,22780.7,USD,CASH_DEPOSIT transaction,ONLINE,MX,2026-01-26T03:56:55.963711+00:00
TXN00003511,ACCT016616,MEM007060,2026-01-24T09:22:34.963720+00:00,CASH_DEPOSIT,11303.6,USD,CASH_DEPOSIT transaction,ATM,US,2026-01-24T09:54:34.963720+00:00
TXN00003512,ACCT012689,MEM007713,2026-02-02T05:53:59.963729+00:00,DEBIT,16906.64,USD,DEBIT transaction,BRANCH,MX,2026-02-02T06:19:59.963729+00:00
TXN00003513,ACCT022819,MEM008439,2026-02-08T07:41:54.963738+00:00,CREDIT,7617.69,USD,CREDIT transaction,MOBILE,CA,2026-02-08T07:42:54.963738+00:00
TXN00003514,ACCT010573,MEM013897,2026-02-02T22:53:02.963747+00:00,CASH_DEPOSIT,19970.7,USD,CASH_DEPOSIT transaction,ONLINE,US,2026-02-02T23:29:02.963747+00:00
TXN00003515,ACCT022757,MEM007462,2026-02-11T12:56:36.963755+00:00,DEBIT,3475.83,USD,DEBIT transaction,ONLINE,US,2026-02-11T13:37:36.963755+00:00
TXN00003516,ACCT025063,MEM001274,2026-01-22T00:07:53.963764+00:00,CASH_DEPOSIT,10565.26,USD,CASH_DEPOSIT transaction,MOBILE,CA,2026-01-22T00:08:53.963764+00:00
TXN00003517,ACCT027491,MEM001003,2026-01-29T11:26:14.963772+00:00,CREDIT,9769.46,USD,CREDIT transaction,ONLINE,CA,2026-01-29T12:14:14.963772+00:00
TXN00003518,ACCT029371,MEM014413,2026-02-10T08:02:20.963781+00:00,CASH_DEPOSIT,14447.43,USD,CASH_DEPOSIT transaction,ONLINE,CA,2026-02-10T08:14:20.963781+00:00
TXN00003519,ACCT027503,MEM010088,2026-01-21T01:46:57.963789+00:00,ACH,14534.28,USD,ACH transaction,ONLINE,MX,2026-01-21T02:38:57.963789+00:00
TXN00003520,ACCT003933,MEM009206,2026-01-23T04:42:25.963798+00:00,WIRE,23262.29,USD,WIRE transaction,BRANCH,CA,2026-01-23T05:26:25.963798+00:00
TXN00003521,ACCT025318,MEM013178,2026-02-02T13:37:36.963806+00:00,CREDIT,24144.42,USD,CREDIT transaction,BRANCH,CA,2026-02-02T13:42:36.963806+00:00
TXN00003522,ACCT017495,MEM006929,2026-01-27T00:42:35.963814+00:00,DEBIT,18438.71,USD,DEBIT transaction,ATM,MX,2026-01-27T00:58:35.963814+00:00
TXN00003523,ACCT005169,MEM000495,2026-02-09T21:50:13.963822+00:00,ATM,10131.22,USD,ATM transaction,BRANCH,MX,2026-02-09T22:24:13.963822+00:00
TXN00003524,ACCT022105,MEM012634,2026-02-06T20:40:03.963830+00:00,DEBIT,24311.93,USD,DEBIT transaction,BRANCH,US,2026-02-06T20:59:03.963830+00:00
TXN00003525,ACCT009250,MEM005879,2026-01-20T00:58:51.963839+00:00,DEBIT,17308.53,USD,DEBIT transaction,MOBILE,CA,2026-01-20T00:59:51.963839+00:00
TXN00003526,ACCT020216,MEM005571,2026-01-30T18:36:26.963847+00:00,DEBIT,14970.76,USD,DEBIT transaction,MOBILE,US,2026-01-30T18:36:26.963847+00:00
TXN00003527,ACCT017384,MEM002661,2026-01-31T09:11:26.963855+00:00,ACH,6462.33,USD,ACH transaction,ATM,US,2026-01-31T09:46:26.963855+00:00
TXN00003528,ACCT021584,MEM012884,2026-01-24T08:31:37.963863+00:00,ATM,18562.74,USD,ATM transaction,BRANCH,US,2026-01-24T09:15:37.963863+00:00
TXN00003529,ACCT022227,MEM013469,2026-02-11T02:52:05.963871+00:00,CASH_DEPOSIT,19570.47,USD,CASH_DEPOSIT transaction,ONLINE,CA,2026-02-11T03:38:05.963871+00:00
TXN00003530,ACCT016450,MEM014091,2026-01-23T02:03:46.963879+00:00,WIRE,2792.04,USD,WIRE transaction,ONLINE,CA,2026-01-23T02:43:46.963879+00:00
TXN00003531,ACCT021736,MEM003634,2026-01-30T22:39:27.963887+00:00,ATM,23846.25,USD,ATM transaction,ONLINE,US,2026-01-30T23:35:27.963887+00:00
TXN00003532,ACCT003374,MEM006220,2026-01-23T14:57:51.963895+00:00,DEBIT,14497.88,USD,DEBIT transaction,ATM,MX,2026-01-23T15:55:51.963895+00:00
TXN00003533,ACCT016745,MEM001527,2026-02-11T08:26:19.963904+00:00,CASH_DEPOSIT,22531.41,USD,CASH_DEPOSIT transaction,ATM,US,2026-02-11T08:38:19.963904+00:00
TXN00003534,ACCT015597,MEM000892,2026-01-27T10:55:51.963912+00:00,DEBIT,19367.99,USD,DEBIT transaction,BRANCH,CA,2026-01-27T11:35:51.963912+00:00
TXN00003535,ACCT006672,MEM000510,2026-02-03T18:11:17.963920+00:00,DEBIT,1064.24,USD,DEBIT transaction,ONLINE,MX,2026-02-03T18:51:17.963920+00:00
TXN00003536,ACCT004923,MEM008663,2026-02-15T01:21:57.963928+00:00,WIRE,11357.09,USD,WIRE transaction,BRANCH,MX,2026-02-15T02:21:57.963928+00:00
TXN00003537,ACCT028513,MEM012623,2026-01-29T02:43:03.963936+00:00,CASH_DEPOSIT,13757.14,USD,CASH_DEPOSIT transaction,ATM,US,2026-01-29T03:36:03.963936+00:00
TXN00003538,ACCT021644,MEM013938,2026-01-23T16:16:36.963944+00:00,DEBIT,8156.9,USD,DEBIT transaction,ONLINE,CA,2026-01-23T16:25:36.963944+00:00
TXN00003539,ACCT011105,MEM009257,2026-01-24T04:12:14.963952+00:00,ACH,12691.55,USD,ACH transaction,BRANCH,CA,2026-01-24T04:52:14.963952+00:00
TXN00003540,ACCT017690,MEM000036,2026-02-04T20:40:29.963960+00:00,WIRE,2221.34,USD,WIRE transaction,MOBILE,MX,2026-02-04T21:23:29.963960+00:00
TXN00003541,ACCT028134,MEM001806,2026-02-12T18:54:22.963979+00:00,WIRE,17981.09,USD,WIRE transaction,BRANCH,CA,2026-02-12T19:19:22.963979+00:00
TXN00003542,ACCT001085,MEM008690,2026-01-30T05:10:19.963988+00:00,ACH,3311.66,USD,ACH transaction,BRANCH,US,2026-01-30T05:25:19.963988+00:00
TXN00003543,ACCT024819,MEM013181,2026-02-12T09:55:08.963996+00:00,CASH_DEPOSIT,11407.78,USD,CASH_DEPOSIT transaction,BRANCH,CA,2026-02-12T10:07:08.963996+00:00
TXN00003544,ACCT010685,MEM013158,2026-02-05T09:32:46.964004+00:00,CREDIT,7016.0,USD,CREDIT transaction,MOBILE,US,2026-02-05T10:13:46.964004+00:00
TXN00003545,ACCT022298,MEM013457,2026-02-05T22:55:20.964012+00:00,ACH,8350.86,USD,ACH transaction,MOBILE,US,2026-02-05T23:00:20.964012+00:00
TXN00003546,ACCT009675,MEM013280,2026-02-09T13:39:00.964020+00:00,CASH_DEPOSIT,274.79,USD,CASH_DEPOSIT transaction,BRANCH,US,2026-02-09T13:49:00.964020+00:00
TXN00003547,ACCT000609,MEM009594,2026-01-31T02:07:04.964028+00:00,ACH,5374.53,USD,ACH transaction,ONLINE,US,2026-01-31T02:21:04.964028+00:00
TXN00003548,ACCT005985,MEM009033,2026-01-26T23:33:30.964037+00:00,DEBIT,9106.43,USD,DEBIT transaction,ATM,MX,2026-01-27T00:01:30.964037+00:00
TXN00003549,ACCT001927,MEM004095,2026-01-29T13:50:39.964045+00:00,CASH_DEPOSIT,20573.13,USD,CASH_DEPOSIT transaction,MOBILE,CA,2026-01-29T13:50:39.964045+00:00
TXN00003550,ACCT007940,MEM006152,2026-02-11T20:09:24.964053+00:00,ATM,22957.35,USD,ATM transaction,ATM,US,2026-02-11T21:03:24.964053+00:00
TXN00003551,ACCT007285,MEM011443,2026-02-03T06:32:35.964061+00:00,ATM,1051.67,USD,ATM transaction,MOBILE,US,2026-02-03T07:04:35.964061+00:00
TXN00003552,ACCT025880,MEM006017,2026-02-14T09:33:24.964069+00:00,WIRE,17498.11,USD,WIRE transaction,ATM,US,2026-02-14T09:48:24.964069+00:00
TXN00003553,ACCT027539,MEM014372,2026-01-29T19:37:28.964077+00:00,ATM,20676.9,USD,ATM transaction,BRANCH,US,2026-01-29T19:59:28.964077+00:00
TXN00003554,ACCT008152,MEM008484,2026-01-21T13:44:15.964085+00:00,WIRE,11294.78,USD,WIRE transaction,ATM,US,2026-01-21T14:44:15.964085+00:00
TXN00003555,ACCT004168,MEM003782,2026-01-29T19:40:24.964093+00:00,CREDIT,10278.44,USD,CREDIT transaction,MOBILE,US,2026-01-29T20:04:24.964093+00:00
TXN00003556,ACCT025411,MEM010239,2026-01-29T15:59:03.964101+00:00,ACH,20170.12,USD,ACH transaction,MOBILE,US,2026-01-29T16:36:03.964101+00:00
TXN00003557,ACCT010172,MEM009289,2026-02-14T15:55:43.964110+00:00,ACH,3234.56,USD,ACH transaction,MOBILE,US,2026-02-14T16:03:43.964110+00:00
TXN00003558,ACCT019820,MEM008593,2026-02-15T18:56:59.964118+00:00,CREDIT,23782.95,USD,CREDIT transaction,MOBILE,US,2026-02-15T19:06:59.964118+00:00
TXN00003559,ACCT000364,MEM006289,2026-01-29T07:14:59.964126+00:00,CREDIT,14092.32,USD,CREDIT transaction,MOBILE,CA,2026-01-29T07:18:59.964126+00:00
TXN00003560,ACCT019118,MEM006688,2026-01-27T05:10:45.964134+00:00,ACH,23715.74,USD,ACH transaction,BRANCH,US,2026-01-27T06:07:45.964134+00:00
TXN00003561,ACCT029776,MEM014577,2026-02-01T12:07:04.964142+00:00,ACH,9424.51,USD,ACH transaction,BRANCH,MX,2026-02-01T13:05:04.964142+00:00
TXN00003562,ACCT017963,MEM004063,2026-01-19T23:00:07.964150+00:00,CASH_DEPOSIT,19778.35,USD,CASH_DEPOSIT transaction,BRANCH,US,2026-01-19T23:48:07.964150+00:00
TXN00003563,ACCT018219,MEM008434,2026-01-22T09:40:17.964159+00:00,WIRE,18370.36,USD,WIRE transaction,MOBILE,CA,2026-01-22T10:08:17.964159+00:00
TXN00003564,ACCT000405,MEM004934,2026-01-19T14:00:58.964167+00:00,WIRE,4683.09,USD,WIRE transaction,ONLINE,US,2026-01-19T14:16:58.964167+00:00
TXN00003565,ACCT028408,MEM013230,2026-01-23T17:53:27.964175+00:00,ACH,4317.49,USD,ACH transaction,ATM,MX,2026-01-23T18:45:27.964175+00:00
TXN00003566,ACCT019764,MEM008649,2026-02-06T05:59:07.964183+00:00,CREDIT,2392.05,USD,CREDIT transaction,BRANCH,MX,2026-02-06T06:04:07.964183+00:00
TXN00003567,ACCT000323,MEM000481,2026-02-10T17:28:40.964191+00:00,WIRE,24776.06,USD,WIRE transaction,ONLINE,US,2026-02-10T17:46:40.964191+00:00
TXN00003568,ACCT022886,MEM007642,2026-02-03T19:10:54.964199+00:00,CASH_DEPOSIT,1242.71,USD,CASH_DEPOSIT transaction,MOBILE,US,2026-02-03T20:03:54.964199+00:00
TXN00003569,ACCT025966,MEM004997,2026-01-19T06:59:49.964207+00:00,DEBIT,18109.69,USD,DEBIT transaction,BRANCH,US,2026-01-19T07:54:49.964207+00:00
TXN00003570,ACCT002318,MEM003568,2026-02-04T10:36:55.964215+00:00,ACH,18277.5,USD,ACH transaction,ATM,US,2026-02-04T10:37:55.964215+00:00
TXN00003571,ACCT016244,MEM005266,2026-02-08T07:57:38.964223+00:00,ACH,12915.14,USD,ACH transaction,BRANCH,MX,2026-02-08T08:27:38.964223+00:00
TXN00003572,ACCT017700,MEM007124,2026-02-11T19:31:56.964236+00:00,ACH,830.27,USD,ACH transaction,ATM,CA,2026-02-11T19:50:56.964236+00:00
TXN00003573,ACCT022849,MEM002219,2026-02-10T11:38:22.964244+00:00,CASH_DEPOSIT,18557.33,USD,CASH_DEPOSIT transaction,ATM,US,2026-02-10T11:59:22.964244+00:00
TXN00003574,ACCT007653,MEM005519,2026-02-10T21:28:10.964252+00:00,CREDIT,1391.22,USD,CREDIT transaction,BRANCH,US,2026-02-10T22:04:10.964252+00:00
TXN00003575,ACCT019944,MEM013114,2026-01-25T17:19:28.964261+00:00,WIRE,24833.16,USD,WIRE transaction,ONLINE,MX,2026-01-25T18:19:28.964261+00:00
TXN00003576,ACCT013130,MEM002050,2026-02-05T13:40:29.964269+00:00,ACH,13967.92,USD,ACH transaction,ONLINE,US,2026-02-05T14:05:29.964269+00:00
TXN00003577,ACCT002792,MEM007764,2026-01-23T07:41:21.964277+00:00,DEBIT,3293.58,USD,DEBIT transaction,ATM,US,2026-01-23T08:21:21.964277+00:00
TXN00003578,ACCT013404,MEM001647,2026-02-18T02:32:49.964285+00:00,WIRE,11214.8,USD,WIRE transaction,MOBILE,MX,2026-02-18T02:53:49.964285+00:00
TXN00003579,ACCT029995,MEM012002,2026-01-25T22:12:11.964293+00:00,CASH_DEPOSIT,3824.23,USD,CASH_DEPOSIT transaction,ATM,US,2026-01-25T22:31:11.964293+00:00
TXN00003580,ACCT016081,MEM004221,2026-02-06T04:56:57.964302+00:00,ATM,19885.27,USD,ATM transaction,ONLINE,US,2026-02-06T05:16:57.964302+00:00
TXN00003581,ACCT006363,MEM007900,2026-02-07T07:00:45.964310+00:00,CASH_DEPOSIT,24109.16,USD,CASH_DEPOSIT transaction,ATM,CA,2026-02-07T07:06:45.964310+00:00
TXN00003582,ACCT016249,MEM003219,2026-02-17T14:56:57.964322+00:00,WIRE,1296.69,USD,WIRE transaction,BRANCH,US,2026-02-17T15:27:57.964322+00:00
TXN00003583,ACCT002824,MEM012413,2026-02-01T06:27:23.964330+00:00,WIRE,1553.68,USD,WIRE transaction,BRANCH,US,2026-02-01T06:36:23.964330+00:00
TXN00003584,ACCT027389,MEM009566,2026-02-02T01:11:52.964338+00:00,CASH_DEPOSIT,20833.32,USD,CASH_DEPOSIT transaction,ONLINE,MX,2026-02-02T01:23:52.964338+00:00
TXN00003585,ACCT015061,MEM000661,2026-01-24T05:01:26.964346+00:00,CREDIT,12107.5,USD,CREDIT transaction,BRANCH,US,2026-01-24T05:47:26.964346+00:00
TXN00003586,ACCT009014,MEM013872,2026-02-09T07:35:05.964355+00:00,ATM,20259.32,USD,ATM transaction,MOBILE,US,2026-02-09T08:10:05.964355+00:00
TXN00003587,ACCT016168,MEM007066,2026-01-19T16:19:28.964364+00:00,ATM,3.14,USD,ATM transaction,ONLINE,CA,2026-01-19T17:06:28.964364+00:00
TXN00003588,ACCT025378,MEM003695,2026-01-23T06:59:37.964372+00:00,CREDIT,10400.15,USD,CREDIT transaction,ATM,US,2026-01-23T07:58:37.964372+00:00
TXN00003589,ACCT013551,MEM005266,2026-02-17T23:47:50.964380+00:00,WIRE,17296.01,USD,WIRE transaction,ONLINE,MX,2026-02-17T23:51:50.964380+00:00
TXN00003590,ACCT018264,MEM013981,2026-01-26T08:46:34.964388+00:00,CASH_DEPOSIT,15747.24,USD,CASH_DEPOSIT transaction,ATM,US,2026-01-26T09:16:34.964388+00:00
TXN00003591,ACCT028308,MEM008819,2026-02-06T15:27:15.964398+00:00,CREDIT,24025.38,USD,CREDIT transaction,ATM,US,2026-02-06T15:44:15.964398+00:00
TXN00003592,ACCT001214,MEM009913,2026-02-01T04:03:09.964406+00:00,ATM,9588.78,USD,ATM transaction,ONLINE,MX,2026-02-01T04:53:09.964406+00:00
TXN00003593,ACCT011349,MEM008923,2026-02-01T01:19:23.964414+00:00,ATM,12722.58,USD,ATM transaction,ONLINE,US,2026-02-01T01:39:23.964414+00:00
TXN00003594,ACCT026240,MEM010145,2026-01-27T07:17:30.964422+00:00,CASH_DEPOSIT,6515.04,USD,CASH_DEPOSIT transaction,MOBILE,US,2026-01-27T07:32:30.964422+00:00
TXN00003595,ACCT001537,MEM010595,2026-01-20T00:04:47.964430+00:00,WIRE,16660.47,USD,WIRE transaction,MOBILE,CA,2026-01-20T00:04:47.964430+00:00
TXN00003596,ACCT008056,MEM014619,2026-02-15T18:51:20.964449+00:00,ACH,7127.13,USD,ACH transaction,ONLINE,US,2026-02-15T19:11:20.964449+00:00
TXN00003597,ACCT000603,MEM012471,2026-02-03T02:33:33.964458+00:00,ATM,2931.62,USD,ATM transaction,BRANCH,MX,2026-02-03T03:32:33.964458+00:00
TXN00003598,ACCT026355,MEM008842,2026-01-22T17:43:38.964466+00:00,DEBIT,3741.13,USD,DEBIT transaction,ONLINE,US,2026-01-22T18:20:38.964466+00:00
TXN00003599,ACCT025139,MEM012099,2026-01-30T16:00:01.964474+00:00,CREDIT,9842.01,USD,CREDIT transaction,ONLINE,US,2026-01-30T16:32:01.964474+00:00
TXN00003600,ACCT018176,MEM006543,2026-01-31T04:40:03.964482+00:00,ACH,22883.55,USD,ACH transaction,ATM,US,2026-01-31T05:22:03.964482+00:00
TXN00003601,ACCT004967,MEM006419,2026-01-27T15:32:08.964490+00:00,DEBIT,13354.92,USD,DEBIT transaction,ATM,US,2026-01-27T16:10:08.964490+00:00
TXN00003602,ACCT009257,MEM011339,2026-02-01T20:02:53.964498+00:00,WIRE,2264.49,USD,WIRE transaction,MOBILE,MX,2026-02-01T20:15:53.964498+00:00
TXN00003603,ACCT023621,MEM006841,2026-02-08T08:25:42.964506+00:00,ATM,18059.65,USD,ATM transaction,BRANCH,US,2026-02-08T08:28:42.964506+00:00
TXN00003604,ACCT009830,MEM004320,2026-02-09T00:33:54.964514+00:00,WIRE,15122.93,USD,WIRE transaction,ONLINE,MX,2026-02-09T01:31:54.964514+00:00
TXN00003605,ACCT015971,MEM000698,2026-01-24T14:49:10.964522+00:00,WIRE,22500.17,USD,WIRE transaction,MOBILE,US,2026-01-24T15:27:10.964522+00:00
TXN00003606,ACCT023451,MEM001925,2026-02-10T01:49:52.964531+00:00,CASH_DEPOSIT,1026.62,USD,CASH_DEPOSIT transaction,ONLINE,MX,2026-02-10T02:42:52.964531+00:00
TXN00003607,ACCT003011,MEM003272,2026-02-04T13:03:29.964539+00:00,DEBIT,21641.45,USD,DEBIT transaction,BRANCH,CA,2026-02-04T13:27:29.964539+00:00
TXN00003608,ACCT009034,MEM009070,2026-02-13T08:58:21.964547+00:00,ACH,2407.12,USD,ACH transaction,ATM,MX,2026-02-13T09:01:21.964547+00:00
TXN00003609,ACCT007897,MEM003056,2026-02-01T14:15:52.964555+00:00,WIRE,4076.07,USD,WIRE transaction,ONLINE,US,2026-02-01T14:53:52.964555+00:00
