clearing_id,event_id,member_id,posted_amount,currency_code,posting_date,merchant_id,country_code
CLR00003694,AUTH00003694,MEM011103,4963.48,USD,2026-02-14,M01711,US
CLR00003695,AUTH00003695,MEM002623,4925.12,USD,2026-02-18,M00011,US
CLR00003696,AUTH00003696,MEM001513,3190.47,USD,2026-02-10,M02494,CA
CLR00003697,AUTH00003697,MEM013216,66.06,USD,2026-02-15,M00619,US
CLR00003698,AUTH00003698,MEM006747,2767.64,USD,2026-02-11,M00591,US
CLR00003699,AUTH00003699,MEM001648,228.09,USD,2026-02-12,M00809,CA
CLR00003700,AUTH00003700,MEM006061,746.92,USD,2026-02-09,M01002,US
CLR00003701,AUTH00003701,MEM004813,4554.06,USD,2026-02-11,M01730,US
CLR00003702,AUTH00003702,MEM003443,916.79,USD,2026-02-18,M02926,US
CLR00003703,AUTH00003703,MEM004105,340.16,USD,2026-02-12,M02340,CA
CLR00003704,AUTH00003704,MEM013203,2160.48,USD,2026-02-13,M01719,US
CLR00003705,AUTH00003705,MEM010720,3386.63,USD,2026-02-11,M02721,CA
CLR00003706,AUTH00003706,MEM011513,758.51,USD,2026-02-14,M00392,CA
CLR00003707,AUTH00003707,MEM011319,3856.92,USD,2026-02-15,M02182,US
CLR00003708,AUTH00003708,MEM002049,2193.91,USD,2026-02-18,M00791,CA
CLR00003709,AUTH00003709,MEM014370,3655.61,USD,2026-02-08,M02030,MX
CLR00003710,AUTH00003710,MEM010996,3634.67,USD,2026-02-09,M00148,CA
CLR00003711,AUTH00003711,MEM004579,2542.9,USD,2026-02-15,M02690,US
CLR00003712,AUTH00003712,MEM000284,3646.18,USD,2026-02-13,M01895,MX
CLR00003713,AUTH00003713,MEM009741,1892.63,USD,2026-02-11,M02673,US
CLR00003714,AUTH00003714,MEM013487,786.19,USD,2026-02-14,M00457,CA
CLR00003715,AUTH00003715,MEM013694,2383.68,USD,2026-02-13,M01597,US
CLR00003716,AUTH00003716,MEM001617,3236.18,USD,2026-02-11,M00576,US
CLR00003717,AUTH00003717,MEM012872,3800.4,USD,2026-02-09,M00511,CA
CLR00003718,AUTH00003718,MEM005163,3476.41,USD,2026-02-08,M00241,MX
CLR00003719,AUTH00003719,MEM001117,4985.52,USD,2026-02-14,M02900,MX
CLR00003720,AUTH00003720,MEM013548,1920.83,USD,2026-02-10,M00642,MX
CLR00003721,AUTH00003721,MEM008226,1081.72,USD,2026-02-10,M00418,MX
CLR00003722,AUTH00003722,MEM004871,2293.43,USD,2026-02-11,M00992,US
CLR00003723,AUTH00003723,MEM013402,4743.35,USD,2026-02-17,M01431,US
CLR00003724,AUTH00003724,MEM004578,4380.39,USD,2026-02-16,M00504,US
CLR00003725,AUTH00003725,MEM006519,3356.85,USD,2026-02-12,M02213,US
CLR00003726,AUTH00003726,MEM005823,1410.57,USD,2026-02-10,M00221,US
CLR00003727,AUTH00003727,MEM000292,697.47,USD,2026-02-09,M00366,US
CLR00003728,AUTH00003728,MEM002158,79.65,USD,2026-02-14,M00543,US
CLR00003729,AUTH00003729,MEM010287,3249.48,USD,2026-02-12,M02994,US
CLR00003730,AUTH00003730,MEM008258,2109.3,USD,2026-02-14,M02303,US
CLR00003731,AUTH00003731,MEM007331,1260.72,USD,2026-02-16,M02682,US
CLR00003732,AUTH00003732,MEM005287,991.15,USD,2026-02-18,M02594,CA
CLR00003733,AUTH00003733,MEM003934,1429.96,USD,2026-02-13,M01034,US
CLR00003734,AUTH00003734,MEM002795,295.99,USD,2026-02-10,M02459,CA
CLR00003735,AUTH00003735,MEM008123,2740.44,USD,2026-02-11,M02164,US
CLR00003736,AUTH00003736,MEM003256,2066.66,USD,2026-02-17,M02727,MX
CLR00003737,AUTH00003737,MEM001080,3509.42,USD,2026-02-09,M01872,CA
CLR00003738,AUTH00003738,MEM002011,2577.4,USD,2026-02-15,M01723,US
CLR00003739,AUTH00003739,MEM002854,414.26,USD,2026-02-16,M01766,US
CLR00003740,AUTH00003740,MEM006055,4438.79,USD,2026-02-12,M00161,US
CLR00003741,AUTH00003741,MEM011406,4774.63,USD,2026-02-14,M02983,US
CLR00003742,AUTH00003742,MEM005885,1544.23,USD,2026-02-10,M00834,MX
CLR00003743,AUTH00003743,MEM012538,4686.76,USD,2026-02-12,M01914,MX
CLR00003744,AUTH00003744,MEM003249,3101.78,USD,2026-02-10,M02002,US
CLR00003745,AUTH00003745,MEM000213,1677.27,USD,2026-02-13,M01800,US
CLR00003746,AUTH00003746,MEM010234,1354.26,USD,2026-02-10,M01226,US
CLR00003747,AUTH00003747,MEM001842,451.54,USD,2026-02-10,M00195,US
CLR00003748,AUTH00003748,MEM012407,1449.01,USD,2026-02-08,M00575,CA
CLR00003749,AUTH00003749,MEM007031,2427.78,USD,2026-02-11,M01170,US
CLR00003750,AUTH00003750,MEM001031,4648.69,USD,2026-02-12,M02058,US
CLR00003751,AUTH00003751,MEM000045,2686.06,USD,2026-02-10,M02115,US
CLR00003752,AUTH00003752,MEM012795,3383.63,USD,2026-02-16,M02052,US
CLR00003753,AUTH00003753,MEM005061,919.89,USD,2026-02-13,M00284,US
CLR00003754,AUTH00003754,MEM004051,207.32,USD,2026-02-11,M02955,CA
CLR00003755,AUTH00003755,MEM004754,2231.13,USD,2026-02-13,M00109,US
CLR00003756,AUTH00003756,MEM000399,2899.87,USD,2026-02-14,M00980,MX
CLR00003757,AUTH00003757,MEM007838,657.72,USD,2026-02-12,M02570,US
CLR00003758,AUTH00003758,MEM000541,4746.76,USD,2026-02-15,M00291,US
CLR00003759,AUTH00003759,MEM010962,1933.75,USD,2026-02-14,M01333,US
CLR00003760,AUTH00003760,MEM011282,3061.23,USD,2026-02-08,M00841,US
CLR00003761,AUTH00003761,MEM012217,1.84,USD,2026-02-14,M01902,US
CLR00003762,AUTH00003762,MEM009763,2084.07,USD,2026-02-14,M01734,MX
CLR00003763,AUTH00003763,MEM002063,2587.31,USD,2026-02-10,M01172,CA
CLR00003764,AUTH00003764,MEM005453,3718.47,USD,2026-02-17,M00785,US
CLR00003765,AUTH00003765,MEM010557,2079.23,USD,2026-02-17,M01368,US
CLR00003766,AUTH00003766,MEM001020,1591.24,USD,2026-02-16,M00476,US
CLR00003767,AUTH00003767,MEM012545,1921.08,USD,2026-02-16,M00494,MX
CLR00003768,AUTH00003768,MEM010501,2614.97,USD,2026-02-11,M00174,US
CLR00003769,AUTH00003769,MEM009058,3504.97,USD,2026-02-14,M01250,CA
CLR00003770,AUTH00003770,MEM012832,2187.93,USD,2026-02-15,M02114,US
CLR00003771,AUTH00003771,MEM000096,898.34,USD,2026-02-17,M02000,MX
CLR00003772,AUTH00003772,MEM003216,4268.84,USD,2026-02-12,M00966,CA
CLR00003773,AUTH00003773,MEM009906,4971.07,USD,2026-02-14,M02076,MX
CLR00003774,AUTH00003774,MEM010427,3832.71,USD,2026-02-15,M02358,US
CLR00003775,AUTH00003775,MEM009221,1927.32,USD,2026-02-16,M01178,US
CLR00003776,AUTH00003776,MEM001607,4409.16,USD,2026-02-17,M01817,US
CLR00003777,AUTH00003777,MEM014774,3758.93,USD,2026-02-11,M01176,CA
CLR00003778,AUTH00003778,MEM007668,1624.76,USD,2026-02-08,M02197,US
CLR00003779,AUTH00003779,MEM000063,1868.62,USD,2026-02-17,M02600,CA
CLR00003780,AUTH00003780,MEM001411,4878.68,USD,2026-02-15,M00548,US
CLR00003781,AUTH00003781,MEM012296,3326.24,USD,2026-02-12,M01674,MX
CLR00003782,AUTH00003782,MEM007571,3241.9,USD,2026-02-14,M00198,CA
CLR00003783,AUTH00003783,MEM010412,1446.98,USD,2026-02-17,M01812,CA
CLR00003784,AUTH00003784,MEM000997,2805.71,USD,2026-02-13,M02399,US
CLR00003785,AUTH00003785,MEM004919,2608.5,USD,2026-02-17,M00429,US
CLR00003786,AUTH00003786,MEM007881,4627.68,USD,2026-02-08,M01124,US
CLR00003787,AUTH00003787,MEM002126,776.11,USD,2026-02-15,M00366,CA
CLR00003788,AUTH00003788,MEM013796,1414.76,USD,2026-02-13,M00516,MX
CLR00003789,AUTH00003789,MEM013488,3041.63,USD,2026-02-13,M01971,CA
CLR00003790,AUTH00003790,MEM000461,3599.5,USD,2026-02-10,M01198,US
CLR00003791,AUTH00003791,MEM008212,755.87,USD,2026-02-11,M00078,US
CLR00003792,AUTH00003792,MEM009818,2160.93,USD,2026-02-09,M00921,US
CLR00003793,AUTH00003793,MEM013316,4109.81,USD,2026-02-15,M00635,MX
CLR00003794,AUTH00003794,MEM007425,4450.23,USD,2026-02-13,M02550,CA
CLR00003795,AUTH00003795,MEM003752,4691.08,USD,2026-02-08,M01416,US
CLR00003796,AUTH00003796,MEM000333,3612.54,USD,2026-02-11,M01909,CA
CLR00003797,AUTH00003797,MEM000015,1228.75,USD,2026-02-12,M02943,MX
CLR00003798,AUTH00003798,MEM010474,4861.73,USD,2026-02-12,M02689,US
CLR00003799,AUTH00003799,MEM005835,3016.64,USD,2026-02-11,M02059,MX
CLR00003800,AUTH00003800,MEM008353,2046.06,USD,2026-02-12,M00585,US
CLR00003801,AUTH00003801,MEM010752,1576.37,USD,2026-02-10,M01404,MX
CLR00003802,AUTH00003802,MEM000042,1658.44,USD,2026-02-16,M02975,US
CLR00003803,AUTH00003803,MEM005885,99.12,USD,2026-02-16,M02990,CA
CLR00003804,AUTH00003804,MEM012153,2994.19,USD,2026-02-09,M00383,US
CLR00003805,AUTH00003805,MEM005882,3830.55,USD,2026-02-16,M01368,US
CLR00003806,AUTH00003806,MEM005739,321.54,USD,2026-02-09,M02913,US
CLR00003807,AUTH00003807,MEM013705,110.52,USD,2026-02-15,M00719,US
CLR00003808,AUTH00003808,MEM014122,4651.82,USD,2026-02-14,M01448,MX
CLR00003809,AUTH00003809,MEM008225,4893.35,USD,2026-02-14,M02244,CA
CLR00003810,AUTH00003810,MEM012759,574.4,USD,2026-02-15,M02432,US
CLR00003811,AUTH00003811,MEM003707,2390.56,USD,2026-02-12,M00457,CA
CLR00003812,AUTH00003812,MEM001994,4116.75,USD,2026-02-16,M02692,US
CLR00003813,AUTH00003813,MEM006415,1895.39,USD,2026-02-12,M01704,US
CLR00003814,AUTH00003814,MEM002158,2968.48,USD,2026-02-12,M01041,CA
CLR00003815,AUTH00003815,MEM000179,4217.01,USD,2026-02-16,M01764,US
CLR00003816,AUTH00003816,MEM001455,3974.21,USD,2026-02-12,M01401,US
CLR00003817,AUTH00003817,MEM010253,3866.51,USD,2026-02-16,M00689,US
CLR00003818,AUTH00003818,MEM003637,1892.02,USD,2026-02-12,M01431,US
CLR00003819,AUTH00003819,MEM008068,1373.07,USD,2026-02-11,M00979,US
CLR00003820,AUTH00003820,MEM006422,100.38,USD,2026-02-17,M00955,CA
CLR00003821,AUTH00003821,MEM011840,557.02,USD,2026-02-14,M02159,US
CLR00003822,AUTH00003822,MEM006201,3635.09,USD,2026-02-10,M01669,US
CLR00003823,AUTH00003823,MEM007262,4872.21,USD,2026-02-13,M01112,US
CLR00003824,AUTH00003824,MEM011285,1499.8,USD,2026-02-15,M02231,CA
CLR00003825,AUTH00003825,MEM013109,3931.13,USD,2026-02-15,M02468,US
CLR00003826,AUTH00003826,MEM001531,4801.21,USD,2026-02-10,M00152,MX
CLR00003827,AUTH00003827,MEM013676,2601.17,USD,2026-02-09,M02876,US
CLR00003828,AUTH00003828,MEM009816,3104.9,USD,2026-02-17,M01223,US
CLR00003829,AUTH00003829,MEM001433,3583.68,USD,2026-02-16,M00147,CA
CLR00003830,AUTH00003830,MEM008723,281.69,USD,2026-02-15,M01345,US
CLR00003831,AUTH00003831,MEM004743,1628.2,USD,2026-02-17,M02155,US
CLR00003832,AUTH00003832,MEM001747,2505.43,USD,2026-02-10,M00150,US
CLR00003833,AUTH00003833,MEM006319,48.09,USD,2026-02-13,M02674,MX
CLR00003834,AUTH00003834,MEM000053,1910.83,USD,2026-02-13,M01695,US
CLR00003835,AUTH00003835,MEM007943,2160.88,USD,2026-02-17,M02499,US
CLR00003836,AUTH00003836,MEM012534,2075.19,USD,2026-02-16,M02253,US
CLR00003837,AUTH00003837,MEM003928,1977.47,USD,2026-02-12,M02625,US
CLR00003838,AUTH00003838,MEM010117,2399.71,USD,2026-02-15,M01854,US
CLR00003839,AUTH00003839,MEM000278,4128.81,USD,2026-02-10,M00578,CA
CLR00003840,AUTH00003840,MEM009382,3832.28,USD,2026-02-15,M00866,MX
CLR00003841,AUTH00003841,MEM005045,1994.61,USD,2026-02-13,M01782,CA
CLR00003842,AUTH00003842,MEM006262,2223.6,USD,2026-02-09,M00032,US
CLR00003843,AUTH00003843,MEM002479,244.08,USD,2026-02-17,M01626,US
CLR00003844,AUTH00003844,MEM005068,2560.32,USD,2026-02-17,M02756,US
CLR00003845,AUTH00003845,MEM001278,2787.95,USD,2026-02-15,M01735,US
CLR00003846,AUTH00003846,MEM007809,4548.49,USD,2026-02-14,M02562,MX
CLR00003847,AUTH00003847,MEM010099,340.71,USD,2026-02-09,M01360,US
CLR00003848,AUTH00003848,MEM000315,2214.34,USD,2026-02-16,M02032,MX
CLR00003849,AUTH00003849,MEM008800,4342.9,USD,2026-02-13,M01375,US
CLR00003850,AUTH00003850,MEM004411,1109.64,USD,2026-02-09,M02845,US
CLR00003851,AUTH00003851,MEM013770,3117.01,USD,2026-02-10,M01526,MX
CLR00003852,AUTH00003852,MEM008490,1458.87,USD,2026-02-15,M01828,US
CLR00003853,AUTH00003853,MEM010693,3805.87,USD,2026-02-16,M01183,US
CLR00003854,AUTH00003854,MEM000074,1025.21,USD,2026-02-15,M02598,MX
CLR00003855,AUTH00003855,MEM014974,2406.34,USD,2026-02-13,M02127,US
CLR00003856,AUTH00003856,MEM008081,607.07,USD,2026-02-09,M02568,US
CLR00003857,AUTH00003857,MEM010844,1573.06,USD,2026-02-13,M02269,US
CLR00003858,AUTH00003858,MEM012746,1418.93,USD,2026-02-16,M02075,US
CLR00003859,AUTH00003859,MEM005126,1803.27,USD,2026-02-11,M02970,MX
CLR00003860,AUTH00003860,MEM005256,4502.06,USD,2026-02-10,M01537,CA
CLR00003861,AUTH00003861,MEM013624,4213.1,USD,2026-02-13,M01472,US
CLR00003862,AUTH00003862,MEM010364,1395.14,USD,2026-02-12,M00657,MX
CLR00003863,AUTH00003863,MEM006889,3731.43,USD,2026-02-12,M00045,US
CLR00003864,AUTH00003864,MEM014748,2937.25,USD,2026-02-17,M02843,US
CLR00003865,AUTH00003865,MEM007939,4074.47,USD,2026-02-15,M01503,MX
CLR00003866,AUTH00003866,MEM001494,3059.26,USD,2026-02-15,M02008,US
CLR00003867,AUTH00003867,MEM002946,4622.34,USD,2026-02-08,M02803,US
CLR00003868,AUTH00003868,MEM004752,2169.05,USD,2026-02-11,M01633,US
CLR00003869,AUTH00003869,MEM014928,1021.12,USD,2026-02-10,M02840,MX
CLR00003870,AUTH00003870,MEM000800,3339.35,USD,2026-02-15,M02831,US
CLR00003871,AUTH00003871,MEM013158,1476.18,USD,2026-02-14,M00757,MX
CLR00003872,AUTH00003872,MEM014362,3351.94,USD,2026-02-14,M01206,US
CLR00003873,AUTH00003873,MEM000948,3625.36,USD,2026-02-11,M01791,MX
CLR00003874,AUTH00003874,MEM001653,4313.33,USD,2026-02-10,M02445,MX
CLR00003875,AUTH00003875,MEM002266,110.33,USD,2026-02-11,M00390,US
CLR00003876,AUTH00003876,MEM005378,1070.73,USD,2026-02-09,M02185,US
CLR00003877,AUTH00003877,MEM009290,3933.22,USD,2026-02-17,M01645,US
CLR00003878,AUTH00003878,MEM000058,4019.12,USD,2026-02-17,M01698,US
CLR00003879,AUTH00003879,MEM009459,3995.28,USD,2026-02-16,M00100,US
CLR00003880,AUTH00003880,MEM001458,2175.37,USD,2026-02-17,M00344,MX
CLR00003881,AUTH00003881,MEM013151,1977.06,USD,2026-02-16,M00302,US
CLR00003882,AUTH00003882,MEM000766,219.47,USD,2026-02-09,M01297,CA
CLR00003883,AUTH00003883,MEM010984,3397.67,USD,2026-02-09,M00402,MX
CLR00003884,AUTH00003884,MEM000874,716.99,USD,2026-02-13,M02213,US
CLR00003885,AUTH00003885,MEM014877,2514.51,USD,2026-02-13,M00031,CA
CLR00003886,AUTH00003886,MEM008679,4266.82,USD,2026-02-09,M02758,US
CLR00003887,AUTH00003887,MEM002420,4692.76,USD,2026-02-11,M01675,US
CLR00003888,AUTH00003888,MEM003367,2883.47,USD,2026-02-12,M02086,US
CLR00003889,AUTH00003889,MEM006365,3543.38,USD,2026-02-11,M00907,US
CLR00003890,AUTH00003890,MEM000983,1878.13,USD,2026-02-15,M01472,US
CLR00003891,AUTH00003891,MEM004211,874.71,USD,2026-02-11,M00935,US
CLR00003892,AUTH00003892,MEM007033,501.99,USD,2026-02-10,M01863,US
CLR00003893,AUTH00003893,MEM012887,2053.49,USD,2026-02-10,M00351,CA
CLR00003894,AUTH00003894,MEM000635,84.31,USD,2026-02-18,M02543,US
CLR00003895,AUTH00003895,MEM003698,1220.44,USD,2026-02-11,M01876,US
CLR00003896,AUTH00003896,MEM007368,4657.77,USD,2026-02-18,M02480,MX
CLR00003897,AUTH00003897,MEM010575,4558.39,USD,2026-02-16,M00791,US
CLR00003898,AUTH00003898,MEM000393,3712.46,USD,2026-02-12,M00609,US
CLR00003899,AUTH00003899,MEM002666,1961.36,USD,2026-02-15,M00689,US
CLR00003900,AUTH00003900,MEM009421,2683.04,USD,2026-02-10,M02809,US
CLR00003901,AUTH00003901,MEM010403,889.17,USD,2026-02-15,M02364,US
CLR00003902,AUTH00003902,MEM005459,1680.46,USD,2026-02-11,M00887,US
CLR00003903,AUTH00003903,MEM014140,1210.32,USD,2026-02-12,M00522,US
CLR00003904,AUTH00003904,MEM004472,957.19,USD,2026-02-12,M01648,US
CLR00003905,AUTH00003905,MEM005694,1318.92,USD,2026-02-10,M02012,US
CLR00003906,AUTH00003906,MEM001269,1515.74,USD,2026-02-08,M01501,CA
CLR00003907,AUTH00003907,MEM004859,4635.76,USD,2026-02-08,M02637,CA
CLR00003908,AUTH00003908,MEM014826,1035.68,USD,2026-02-12,M00839,US
CLR00003909,AUTH00003909,MEM001856,2120.43,USD,2026-02-14,M01656,CA
CLR00003910,AUTH00003910,MEM007077,4434.45,USD,2026-02-14,M00972,US
CLR00003911,AUTH00003911,MEM002559,3627.43,USD,2026-02-16,M02757,CA
CLR00003912,AUTH00003912,MEM006277,4077.48,USD,2026-02-09,M01087,CA
CLR00003913,AUTH00003913,MEM003962,2253.21,USD,2026-02-09,M00933,US
CLR00003914,AUTH00003914,MEM004875,2661.6,USD,2026-02-15,M00771,CA
CLR00003915,AUTH00003915,MEM008453,1729.84,USD,2026-02-11,M00659,MX
CLR00003916,AUTH00003916,MEM014594,563.73,USD,2026-02-09,M00920,US
CLR00003917,AUTH00003917,MEM012618,3237.91,USD,2026-02-08,M01591,CA
CLR00003918,AUTH00003918,MEM009671,844.14,USD,2026-02-09,M02362,MX
CLR00003919,AUTH00003919,MEM014816,1486.78,USD,2026-02-13,M01902,CA
CLR00003920,AUTH00003920,MEM002061,3553.29,USD,2026-02-18,M02396,US
CLR00003921,AUTH00003921,MEM007642,4059.88,USD,2026-02-14,M02371,US
CLR00003922,AUTH00003922,MEM006644,3293.23,USD,2026-02-17,M00125,US
CLR00003923,AUTH00003923,MEM005034,325.74,USD,2026-02-17,M00061,US
CLR00003924,AUTH00003924,MEM010108,4350.95,USD,2026-02-12,M01883,US
CLR00003925,AUTH00003925,MEM000437,4581.31,USD,2026-02-12,M00496,US
CLR00003926,AUTH00003926,MEM011455,2066.78,USD,2026-02-14,M01780,US
CLR00003927,AUTH00003927,MEM004918,4934.75,USD,2026-02-14,M01125,MX
CLR00003928,AUTH00003928,MEM005777,4049.58,USD,2026-02-13,M00608,US
CLR00003929,AUTH00003929,MEM003618,3700.12,USD,2026-02-16,M01511,US
CLR00003930,AUTH00003930,MEM014208,3924.5,USD,2026-02-17,M01451,MX
CLR00003931,AUTH00003931,MEM013415,205.78,USD,2026-02-09,M01391,US
CLR00003932,AUTH00003932,MEM002244,749.16,USD,2026-02-09,M00990,US
CLR00003933,AUTH00003933,MEM011895,4563.35,USD,2026-02-14,M01877,CA
CLR00003934,AUTH00003934,MEM009216,3713.88,USD,2026-02-14,M00901,MX
CLR00003935,AUTH00003935,MEM004352,1146.1,USD,2026-02-15,M01817,CA
CLR00003936,AUTH00003936,MEM001711,4680.11,USD,2026-02-18,M01743,US
CLR00003937,AUTH00003937,MEM000464,2508.06,USD,2026-02-10,M02472,US
CLR00003938,AUTH00003938,MEM012061,2804.69,USD,2026-02-10,M01825,CA
CLR00003939,AUTH00003939,MEM007561,1264.49,USD,2026-02-15,M01769,US
CLR00003940,AUTH00003940,MEM004075,4226.43,USD,2026-02-10,M00348,US
CLR00003941,AUTH00003941,MEM013902,4422.08,USD,2026-02-15,M02348,US
CLR00003942,AUTH00003942,MEM010568,921.89,USD,2026-02-10,M02540,CA
CLR00003943,AUTH00003943,MEM008236,927.98,USD,2026-02-11,M00116,US
CLR00003944,AUTH00003944,MEM004777,1287.06,USD,2026-02-16,M00242,US
CLR00003945,AUTH00003945,MEM004988,1651.54,USD,2026-02-10,M00343,US
CLR00003946,AUTH00003946,MEM007032,1919.53,USD,2026-02-12,M01177,CA
CLR00003947,AUTH00003947,MEM001155,2281.03,USD,2026-02-17,M00329,CA
CLR00003948,AUTH00003948,MEM000599,3126.68,USD,2026-02-17,M00280,US
CLR00003949,AUTH00003949,MEM002934,4256.32,USD,2026-02-16,M02103,US
CLR00003950,AUTH00003950,MEM002542,2679.74,USD,2026-02-17,M02682,US
CLR00003951,AUTH00003951,MEM005280,300.72,USD,2026-02-08,M02380,US
CLR00003952,AUTH00003952,MEM011028,95.44,USD,2026-02-16,M02862,US
CLR00003953,AUTH00003953,MEM000040,2558.37,USD,2026-02-16,M00680,US
CLR00003954,AUTH00003954,MEM012173,1983.03,USD,2026-02-10,M00831,CA
CLR00003955,AUTH00003955,MEM008878,2506.86,USD,2026-02-08,M01437,US
CLR00003956,AUTH00003956,MEM004955,3953.32,USD,2026-02-14,M02318,MX
CLR00003957,AUTH00003957,MEM002152,1463.0,USD,2026-02-10,M00706,CA
CLR00003958,AUTH00003958,MEM008430,3869.92,USD,2026-02-15,M00243,US
CLR00003959,AUTH00003959,MEM011923,684.23,USD,2026-02-09,M01228,MX
CLR00003960,AUTH00003960,MEM006523,4379.94,USD,2026-02-12,M01646,CA
CLR00003961,AUTH00003961,MEM002568,3099.25,USD,2026-02-17,M01667,CA
CLR00003962,AUTH00003962,MEM010835,918.37,USD,2026-02-11,M00573,MX
CLR00003963,AUTH00003963,MEM009307,3340.37,USD,2026-02-10,M02319,US
CLR00003964,AUTH00003964,MEM008140,1428.31,USD,2026-02-13,M01685,US
CLR00003965,AUTH00003965,MEM005197,4433.54,USD,2026-02-15,M02636,US
CLR00003966,AUTH00003966,MEM005341,4138.38,USD,2026-02-14,M01543,US
CLR00003967,AUTH00003967,MEM009955,4715.9,USD,2026-02-10,M00944,US
CLR00003968,AUTH00003968,MEM013653,1445.14,USD,2026-02-09,M00059,MX
CLR00003969,AUTH00003969,MEM005956,3673.45,USD,2026-02-18,M02087,MX
CLR00003970,AUTH00003970,MEM001996,3739.75,USD,2026-02-17,M02668,CA
CLR00003971,AUTH00003971,MEM006986,947.09,USD,2026-02-17,M01549,CA
CLR00003972,AUTH00003972,MEM003883,819.85,USD,2026-02-17,M01527,US
CLR00003973,AUTH00003973,MEM010168,3047.74,USD,2026-02-14,M00491,US
CLR00003974,AUTH00003974,MEM011932,4634.23,USD,2026-02-17,M01746,US
CLR00003975,AUTH00003975,MEM002579,1038.05,USD,2026-02-13,M00466,US
CLR00003976,AUTH00003976,MEM005292,1436.72,USD,2026-02-09,M00782,US
CLR00003977,AUTH00003977,MEM008530,4358.85,USD,2026-02-08,M00719,CA
CLR00003978,AUTH00003978,MEM008456,21.78,USD,2026-02-16,M00322,US
CLR00003979,AUTH00003979,MEM005593,3768.66,USD,2026-02-09,M00746,US
CLR00003980,AUTH00003980,MEM013075,4363.12,USD,2026-02-09,M02162,US
CLR00003981,AUTH00003981,MEM008250,3603.74,USD,2026-02-16,M01210,US
CLR00003982,AUTH00003982,MEM009400,1930.18,USD,2026-02-10,M01527,US
CLR00003983,AUTH00003983,MEM000884,506.53,USD,2026-02-13,M00986,US
CLR00003984,AUTH00003984,MEM013774,2611.05,USD,2026-02-16,M02295,US
CLR00003985,AUTH00003985,MEM009538,2369.21,USD,2026-02-13,M02230,US
CLR00003986,AUTH00003986,MEM006634,3266.12,USD,2026-02-14,M02468,US
CLR00003987,AUTH00003987,MEM008076,337.24,USD,2026-02-11,M00128,MX
CLR00003988,AUTH00003988,MEM000573,553.7,USD,2026-02-08,M02069,US
CLR00003989,AUTH00003989,MEM004307,1597.37,USD,2026-02-12,M00990,MX
CLR00003990,AUTH00003990,MEM008515,2046.32,USD,2026-02-11,M00502,US
CLR00003991,AUTH00003991,MEM009652,1483.55,USD,2026-02-14,M00431,US
CLR00003992,AUTH00003992,MEM001983,4500.6,USD,2026-02-10,M01627,CA
CLR00003993,AUTH00003993,MEM008424,1799.73,USD,2026-02-16,M01975,US
CLR00003994,AUTH00003994,MEM010063,3009.43,USD,2026-02-17,M00421,US
CLR00003995,AUTH00003995,MEM014546,1099.69,USD,2026-02-18,M02591,US
CLR00003996,AUTH00003996,MEM006876,2116.47,USD,2026-02-14,M02602,US
CLR00003997,AUTH00003997,MEM013633,1441.44,USD,2026-02-14,M00590,US
CLR00003998,AUTH00003998,MEM009264,4172.06,USD,2026-02-12,M00613,MX
CLR00003999,AUTH00003999,MEM008670,2294.38,USD,2026-02-16,M00005,US
CLR00004000,AUTH00004000,MEM012381,2535.13,USD,2026-02-14,M00062,US
CLR00004001,AUTH00004001,MEM005878,2011.53,USD,2026-02-15,M02896,US
CLR00004002,AUTH00004002,MEM012453,3797.2,USD,2026-02-13,M01152,US
CLR00004003,AUTH00004003,MEM001529,3118.0,USD,2026-02-11,M02383,US
CLR00004004,AUTH00004004,MEM000799,2082.58,USD,2026-02-14,M02734,US
CLR00004005,AUTH00004005,MEM007734,2948.0,USD,2026-02-10,M01091,US
CLR00004006,AUTH00004006,MEM008562,2387.41,USD,2026-02-18,M01760,US
CLR00004007,AUTH00004007,MEM007094,3264.95,USD,2026-02-11,M01182,US
CLR00004008,AUTH00004008,MEM008673,4263.91,USD,2026-02-13,M00252,MX
CLR00004009,AUTH00004009,MEM005262,2561.4,USD,2026-02-08,M01317,MX
CLR00004010,AUTH00004010,MEM006255,3863.38,USD,2026-02-14,M02872,US
CLR00004011,AUTH00004011,MEM008215,1690.38,USD,2026-02-17,M02908,US
CLR00004012,AUTH00004012,MEM002892,4309.7,USD,2026-02-17,M02977,US
CLR00004013,AUTH00004013,MEM011036,3623.98,USD,2026-02-10,M02059,US
CLR00004014,AUTH00004014,MEM014396,1352.38,USD,2026-02-09,M01224,US
CLR00004015,AUTH00004015,MEM008560,176.47,USD,2026-02-16,M01145,CA
CLR00004016,AUTH00004016,MEM006669,482.75,USD,2026-02-15,M00491,MX
CLR00004017,AUTH00004017,MEM008841,366.14,USD,2026-02-11,M01239,CA
CLR00004018,AUTH00004018,MEM000413,3626.44,USD,2026-02-15,M02401,CA
CLR00004019,AUTH00004019,MEM010868,1895.66,USD,2026-02-13,M02227,CA
CLR00004020,AUTH00004020,MEM011628,697.48,USD,2026-02-17,M02037,US
CLR00004021,AUTH00004021,MEM011007,302.39,USD,2026-02-15,M00149,MX
CLR00004022,AUTH00004022,MEM012200,588.77,USD,2026-02-13,M02495,US
CLR00004023,AUTH00004023,MEM002599,1792.01,USD,2026-02-16,M01547,CA
